Unnamed: 0,user,tweet,s,v,p,time,sentiment clause,chinese frame net,sentiment,sentiment cause,subject sentiment,subject sentiment cause,subject sentiment clause,tweet_id
5574,ibirdu,@2tan1ey1好的，DUDE!宇哥昨天回国了，我现在干着个FULLTIME，生活很充实呵呵。,宇哥,回国,,5/28/09 13:27,,,neutral,,neutral,,,14138
5580,jiggo0115,16个小恶魔!!!今天以后就要开始崭新生活了...小学不比幼稚园~大家要加油a,小恶魔,畢業,幼稚园,7/27/12 17:24,,,neutral,,neutral,,,27034
5634,jiggo0115,DVCFORM影像纪录＆『个人写真』熊儿感谢杨佳颖教我怎么上传照片，终于在第六张照片后被认可了。官网：#婚礼纪录#婚纱写真#个人写真#亲子写真...,杨佳颖,教,上传照片,3/30/15 15:27,,,positive,感谢,neutral,,,25559
5709,jiggo0115,有个女孩说，黑眼圈太重，以后都这个妆出门好了。,女孩,说,黑眼圈太重，以后都这个妆出门好了,9/7/15 16:23,,,neutral,,neutral,,,28656
5724,jiggo0115,硬要演的母子俩。,母子俩,演,,2/27/15 10:14,,,neutral,,neutral,,,12639
5729,jiggo0115,为了客户，小朋友又出走了。,小朋友,出走,,6/29/15 13:49,,,neutral,,neutral,,,6798
5748,jiggo0115,一天内制作这件手工内衣，非常感谢颜秀秀我只好也手工制作下个主题来回报了,颜秀秀,制作,手工内衣,7/13/15 14:28,,,positive,非常感谢,neutral,,,4720
5763,jiggo0115,大家都在五月天只有我在加班我今天不看FB动态了....案,大家,在,五月天,9/8/12 4:42,,,neutral,,neutral,,,5560
5810,jiggo0115,妈妈说想看电影，所以我们就来了。,妈妈,说,想看电影,8/6/15 13:03,,,neutral,,neutral,,,28028
5875,jiggo0115,一个见过几次面的摄影人，今天是他人生的句点。这样的结束并不完美，但还是希望你在另一个世界快乐。──觉得心情低落（在DVCFORM）,见过几次面的摄影人,句点,,4/21/16 1:35,,,negative,心情低落,neutral,,,19108
5938,jiggo0115,家人聚餐。──在淳金锅吃火锅,家人,聚餐,,4/3/16 3:29,,,neutral,,neutral,,,24231
6156,jiggo0115,米奇夫妇表示，新车空间非常舒适宽大。,米奇夫妇,表示,新车空间非常舒适宽大,9/2/12 18:29,,,neutral,,positive,新车空间非常舒适宽大,,30482
6233,jiggo0115,今天康熙哪招?所有来宾都哭了...靠!!!我最受不了这种了,所有来宾,哭,,9/3/12 14:06,,,negative,受不了,negative,哭,,27762
6241,jiggo0115,感谢今晚各位大师指导，受益良多如有任何相机问题，欢迎洽询金泓摄影器材──觉得充满斗志（在金泓摄影器材）,大师,指导,jiggo0115,5/20/15 14:35,,,neutral,,neutral,,,31462
6414,jiggo0115,新娘表示，做造型这档事，其实我也很厉害。,新娘,表示,做造型这档事，其实我也很厉害,7/2/15 15:31,,,neutral,,neutral,,,25830
6442,jiggo0115,今天的海边很美，我爱。话说拍完照回到家后，我妈咪手上多了只智慧手机询问我请我快点教他使用，请问我该注意什么？,妈咪,请,快点教他使用,5/17/15 14:13,,,neutral,,neutral,,,20131
6443,jiggo0115,今天的海边很美，我爱。话说拍完照回到家后，我妈咪手上多了只智慧手机询问我请我快点教他使用，请问我该注意什么？,妈咪,询问,jiggo0115,5/17/15 14:13,,,neutral,,neutral,,,20131
6444,jiggo0115,今天的海边很美，我爱。话说拍完照回到家后，我妈咪手上多了只智慧手机询问我请我快点教他使用，请问我该注意什么？,妈咪,请,jiggo0115,5/17/15 14:13,,,neutral,,neutral,,,20131
6445,jiggo0115,今天的海边很美，我爱。话说拍完照回到家后，我妈咪手上多了只智慧手机询问我请我快点教他使用，请问我该注意什么？,妈咪,询问,智慧手机,5/17/15 14:13,,,neutral,,neutral,,,20131
6516,jiggo0115,今天有位买东西的人，被卖方打枪发文求文暖，还跟对方说你知道我多有钱吗？我有百万轿车一台，数十万机车三台。你知道我排场出去一次要花费多少吗？这种百货业天天上演的泼妇骂街戏码我只能笑笑的当成笑话来看...,买东西的人,发,文,11/9/15 1:04,,,neutral,,neutral,,,10294
6517,jiggo0115,今天有位买东西的人，被卖方打枪发文求文暖，还跟对方说你知道我多有钱吗？我有百万轿车一台，数十万机车三台。你知道我排场出去一次要花费多少吗？这种百货业天天上演的泼妇骂街戏码我只能笑笑的当成笑话来看...,卖方,打枪,买东西的人,11/9/15 1:04,,,neutral,,neutral,,,10294
6518,jiggo0115,今天有位买东西的人，被卖方打枪发文求文暖，还跟对方说你知道我多有钱吗？我有百万轿车一台，数十万机车三台。你知道我排场出去一次要花费多少吗？这种百货业天天上演的泼妇骂街戏码我只能笑笑的当成笑话来看...,买东西的人,说,你知道我多有钱吗？我有百万轿车一台，数十万机车三台。你知道我排场  出去  一次要花费多少吗？,11/9/15 1:04,,,positive,笑笑的当成笑话来看,neutral,,,10294
6542,jiggo0115,真是精彩的一年！谢谢你一路相伴。,你,相伴,jiggo0115,12/23/14 14:42,,,positive,精彩,neutral,,,15207
6571,jiggo0115,两位高中同学结婚，恭喜。,两位高中同学,结婚,,10/4/15 6:06,,,positive,恭喜,neutral,,,14060
6603,joynow,太对了，想起我表弟拿着新买的iPhone在全家注视下演示我们用不着的高科技，印象深刻啊@bmwmengwei:其实，Apple拥有世界上最多的销售人员：每个用户都会直接/间接的影响周围的人，向他们“推销”苹果产品。,表弟,拿着,iPhone,9/26/10 3:07,,,neutral,,neutral,,,9149
6604,joynow,太对了，想起我表弟拿着新买的iPhone在全家注视下演示我们用不着的高科技，印象深刻啊@bmwmengwei:其实，Apple拥有世界上最多的销售人员：每个用户都会直接/间接的影响周围的人，向他们“推销”苹果产品。,表弟,演示,iPhone,9/26/10 3:07,,,neutral,,neutral,,,9149
6607,joynow,感到高兴的直接入党原地复活满血成为公务员，可惜我说的也不管用@pufei刚才看见有人说凡是国庆节不感到高兴的都不配做中国人，唉，这个人说话能管用该有多好啊。,pufei,看见,有人说凡是国庆节不感到高兴的都不配做中国人,10/1/10 3:38,,,neutral,,neutral,,,11082
6610,joynow,@szshu不奇怪，听友人说一笑话，有大陆人到香港探亲，港人指着路边的消防柱说，看，此乃消防柱，你们大陆没有吧？友人瀑布汗......,友人,说,笑话,12/16/16 6:40,,,neutral,,neutral,,,19080
6612,joynow,记得香港四级杂志《龙虎豹》介绍过昂山素姬，所以淫民未必不懂。@h9b8在Q上签名改成“昂山素季，最美的女性”，有同事来问是哪个AV女星，我日你妈！你不会翻墙也就罢了，看报纸也只看娱乐生活体育版吗？,h9b8,改,签名,11/15/10 1:35,,,neutral,,neutral,,,26099
6613,joynow,记得香港四级杂志《龙虎豹》介绍过昂山素姬，所以淫民未必不懂。@h9b8在Q上签名改成“昂山素季，最美的女性”，有同事来问是哪个AV女星，我日你妈！你不会翻墙也就罢了，看报纸也只看娱乐生活体育版吗？,h9b8,在,Q,11/15/10 1:35,,,neutral,,neutral,,,26099
6614,joynow,记得香港四级杂志《龙虎豹》介绍过昂山素姬，所以淫民未必不懂。@h9b8在Q上签名改成“昂山素季，最美的女性”，有同事来问是哪个AV女星，我日你妈！你不会翻墙也就罢了，看报纸也只看娱乐生活体育版吗？,同事,问,是哪个AV女星,11/15/10 1:35,,,negative,我日你妈,neutral,,,26099
6618,joynow,@xiaolai正常吧，我表弟每次看到我都会动员我换安卓，并历数iPhone各项罪状。,我表弟,动员,joynow,7/8/12 11:05,,,neutral,,neutral,,,14025
6619,joynow,@xiaolai正常吧，我表弟每次看到我都会动员我换安卓，并历数iPhone各项罪状。,我表弟,数,iPhone各项罪状,7/8/12 11:05,,,neutral,,neutral,,,14025
6620,joynow,@xiaolai正常吧，我表弟每次看到我都会动员我换安卓，并历数iPhone各项罪状。,我表弟,看到,joynow,7/8/12 11:05,,,neutral,,neutral,,,14025
6641,joynow,Q群上有人传上海地震，令人讨厌，老鼠屎总是存在的。,有人,传,上海地震,4/22/10 3:53,令人讨厌,,negative,,neutral,,,27984
6643,joynow,我一位当医生的亲戚提醒过，如果笑起来法令纹两边不对称，可能是面部神经炎。RT@sidekickick:我一笑，就特别显眼，两边的法令纹全不对称，一边短而深，另一边长而浅。而两边颧骨的高低前后亦稍有不同。今天帮自己拍了照…,当医生的亲戚,提醒,如果笑起来法令纹两边不对称，可能是面部神经炎,5/11/10 2:28,,,neutral,,neutral,,,18257
6657,joynow,没有，倒是听我的亲戚说见过鬼，可惜他不上twitter@pufei:周六下午没事，做个twitter调查。平常大家都喜欢说见鬼了，twitter上有谁真见过鬼？,亲戚,说,见过鬼,8/21/10 6:23,,,neutral,,neutral,,,12224
6659,joynow,没有，倒是听我的亲戚说见过鬼，可惜他不上twitter@pufei:周六下午没事，做个twitter调查。平常大家都喜欢说见鬼了，twitter上有谁真见过鬼？,亲戚,见,鬼,8/21/10 6:23,,,neutral,,neutral,,,12224
6668,justissam,感谢伙伴们帮忙，顺利完成「阿溪纵走」。铁道、眠月神木、水漾森林及无敌展望和大港云海。另人难忘。,伙伴们,帮忙,,12/31/12 12:55,,,positive,感谢,neutral,,,23230
6673,justissam,单车买了二、三年，昨天才知轮组价格。谢谢miin拍摄。#defy#e-vent,miin,拍摄,,7/22/14 12:46,,,positive,谢谢,neutral,,,17337
6690,justissam,@andytn[左边这位先生，我忘记姓名XD。他不走大路(有时还是需要)，走乡间小路，每天里程视住宿点跟景观，我在赤柯山遇到他去汪家古厝，长住一~两个礼拜。他走路环岛已经第三年(次)。#走路环岛#台湾,andytn,走,乡间小路,12/29/11 4:07,,,neutral,,neutral,,,27170
6691,justissam,@andytn[左边这位先生，我忘记姓名XD。他不走大路(有时还是需要)，走乡间小路，每天里程视住宿点跟景观，我在赤柯山遇到他去汪家古厝，长住一~两个礼拜。他走路环岛已经第三年(次)。#走路环岛#台湾,andytn,去,汪家古厝,12/29/11 4:07,,,neutral,,neutral,,,27170
6693,justissam,@andytn[左边这位先生，我忘记姓名XD。他不走大路(有时还是需要)，走乡间小路，每天里程视住宿点跟景观，我在赤柯山遇到他去汪家古厝，长住一~两个礼拜。他走路环岛已经第三年(次)。#走路环岛#台湾,andytn,住,汪家古厝,12/29/11 4:07,,,neutral,,neutral,,,27170
6701,justissam,朋友的爱佩不见了;(用定位去找，离线。这是我第二次接到朋友找爱设备(iDevice)，上次帮另朋友找爱凤4，搞到他两个帐号被锁(联系不到，帐密有误但还是一直试)，害我内咎好久。大家智慧设备要顾好啊，贵桑桑。,朋友,不见,爱佩,6/25/12 9:30,,,neutral,,negative,不见爱佩,,11092
6742,justissam,刚夜泡回来，在河滨遇一老伯约六十上，光脚鸭小步伐跑步，喘息声小。莫非遇到高人！,老伯,跑步,,6/10/12 16:49,,,neutral,,neutral,,,21527
6752,justissam,老板已经问了好久#iPhone4S续约，其实钱砸下去就好XD，另外不等5吗?,老板,问,iPhone4S续约,6/7/12 8:01,,,neutral,,neutral,,,29603
6754,justissam,纬环岛十一天顺利完成，热炒店庆功(@新店一百元生猛海鲜)[pic]:,纬,完成,环岛,10/10/11 10:01,,,neutral,,neutral,,,21616
6756,justissam,纬环岛十一天顺利完成，热炒店庆功(@新店一百元生猛海鲜)[pic]:,纬,环岛,,10/10/11 10:01,,,neutral,,neutral,,,21616
6767,justissam,板；「稿件寄给客户了吗?档案在那我可以看到」我：「我的电脑」,板,说,「稿件寄给客户了吗?档案在那我可以看到」,7/2/14 5:52,,,neutral,,neutral,,,5446
6772,justissam,"[星期一俇想曲]为了加老版line，手忙脚乱打翻咖啡，烧掉了主机。没办法，那就订台新款Macpro+30""ADC吧，老板这么说",老板,说,"没办法，那就订台新款Macpro+30""ADC吧",6/24/13 2:23,,,neutral,,neutral,,,8613
6776,justissam,"下课后,阿sir跟龙头讨论检讨地图@登山补给站",阿sir,讨论,地图,11/13/12 13:53,,,neutral,,neutral,,,9649
6777,justissam,"下课后,阿sir跟龙头讨论检讨地图@登山补给站",阿sir,跟,龙头,11/13/12 13:53,,,neutral,,neutral,,,9649
6778,justissam,"下课后,阿sir跟龙头讨论检讨地图@登山补给站",阿sir,检讨,地图,11/13/12 13:53,,,neutral,,neutral,,,9649
6779,justissam,"下课后,阿sir跟龙头讨论检讨地图@登山补给站",龙头,@,登山补给站,11/13/12 13:53,,,neutral,,neutral,,,9649
6780,justissam,"下课后,阿sir跟龙头讨论检讨地图@登山补给站",阿sir,@,登山补给站,11/13/12 13:53,,,neutral,,neutral,,,9649
6782,justissam,"下课后,阿sir跟龙头讨论检讨地图@登山补给站",龙头,讨论,地图,11/13/12 13:53,,,neutral,,neutral,,,9649
6783,justissam,"下课后,阿sir跟龙头讨论检讨地图@登山补给站",龙头,检讨,地图,11/13/12 13:53,,,neutral,,neutral,,,9649
6800,justissam,2011-4-13永和中正同事聚餐#LR#永和#Friends,同事,聚餐,,4/17/11 12:28,,,neutral,,neutral,,,22248
6801,justissam,．已达成骑单车到太平洋海边，放火之成就。．彰化车友背50L背包环岛，好重啊@@，深圳车友帮轻量化，我帮忙要纸箱当睡垫。．丹丹汉堡又漏勾去。台南国华街、建筑也是，遗憾,彰化车友,环岛,,2/20/15 14:01,,,neutral,,neutral,,,22480
6802,justissam,．已达成骑单车到太平洋海边，放火之成就。．彰化车友背50L背包环岛，好重啊@@，深圳车友帮轻量化，我帮忙要纸箱当睡垫。．丹丹汉堡又漏勾去。台南国华街、建筑也是，遗憾,深圳车友,帮,彰化车友,2/20/15 14:01,,,neutral,,neutral,,,22480
6808,justissam,．已达成骑单车到太平洋海边，放火之成就。．彰化车友背50L背包环岛，好重啊@@，深圳车友帮轻量化，我帮忙要纸箱当睡垫。．丹丹汉堡又漏勾去。台南国华街、建筑也是，遗憾,彰化车友,背,50L背包,2/20/15 14:01,,,neutral,,negative,好重啊@@,,22480
6809,justissam,．已达成骑单车到太平洋海边，放火之成就。．彰化车友背50L背包环岛，好重啊@@，深圳车友帮轻量化，我帮忙要纸箱当睡垫。．丹丹汉堡又漏勾去。台南国华街、建筑也是，遗憾,深圳车友,帮,轻量化,2/20/15 14:01,,,neutral,,neutral,,,22480
6828,justissam,妈：几点回家吃饭，有水果。我：7:30妈：又七点半，应该是七月半吧#放羊的孩子,妈,說,几点回家吃饭，有水果,12/23/15 9:47,,,neutral,,neutral,,,27587
6829,justissam,妈：几点回家吃饭，有水果。我：7:30妈：又七点半，应该是七月半吧#放羊的孩子,妈,說,又七点半，应该是七月半吧,12/23/15 9:47,,,neutral,,neutral,,,27587
6860,justissam,修哥：牵车是代表对陡坡最大的敬意。XXXD,修哥,說,牵车是代表对陡坡最大的敬意,4/22/14 2:13,,,neutral,,neutral,,,13765
6869,justissam,@ROXYTOM我朋友开玩笑说；「这是那家快递?」。虽然不知道多少钱，但Goretex、eVent应该比较实在一点,我朋友,说,「这是那家快递?」,1/14/16 8:55,,,neutral,,neutral,,,22208
6871,justissam,队长有明训。车可以少骑，茶不能不泡,队长,明训,车可以少骑，茶不能不泡,4/13/12 7:05,,,neutral,,neutral,,,25494
6879,justissam,@littlesocks我去皇后镇也被取消，只好另买纽航。两位外国人都说neverjetstar（惨痛经验,外国人,说,neverjetstar,10/10/16 13:34,,,neutral,,neutral,,,18579
6884,justissam,@jimmysu朋友借放在我这(哈，不会还他惹)，62stc看很久，大概要中乐透才买的起。只好地图记录看熟一点,朋友,借放,62stc,11/7/13 3:25,,,neutral,,neutral,,,15779
6914,justissam,今天跟两位美女，#单车游#东北角，外加泡茶。粉幸福（＾∇＾）,两位美女,骑,单车,6/23/12 11:30,,,positive,幸福,neutral,,,4890
6947,justissam,．东北角下午下雨是好天气．跟深圳骑过滇藏公路的小南哥分开跑，不舍阿．再骑下去快成仙了,小南哥,骑,,2/23/15 5:57,,,neutral,,neutral,,,11521
7011,justissam,[北横第二天]基隆庙口，刚经过一摊石板烤猪肉，大哥用原住民亲切腔调：「厚～~你仪队（我美少女战士）还是宪兵（我这种汉草，是枝仔冰吧）不然为何脸红红还白线（喵的~董东北角热情让我成猪头，哭,大哥,說,厚～~你仪队（我美少女战士）还是宪兵（我这种汉草，是枝仔冰吧）不然为何脸红红还白线,5/1/11 12:43,,,neutral,,neutral,,,15002
7017,justissam,明华难得来，宝刀未老(@板桥河滨篮球场)[pic]:,明华,来,板桥河滨篮球场,7/1/11 15:37,,,neutral,,neutral,,,31313
7021,justissam,@thecarol有次晚上八、九点，跟朋友去四号公园，刚好遇上一群溜狗，狗儿们好像互相认识，玩的很嗨。而且几乎甚么品种都有：D,一群,溜,狗,5/29/11 10:24,,,neutral,,neutral,,,5038
7037,justissam,@andytn这么早就到，哇~,andytn,到,,5/21/11 9:53,,,neutral,,neutral,,,5633
7049,justissam,公司马桶不通。老板:「谁的便便堵住?」。阿贤:「都是毒殿粉堵住」。,阿贤,說,「都是毒殿粉堵住」,5/28/13 3:08,,,neutral,,neutral,,,22997
7051,justissam,公司马桶不通。老板:「谁的便便堵住?」。阿贤:「都是毒殿粉堵住」。,老板,說,「谁的便便堵住?」,5/28/13 3:08,,,neutral,,neutral,,,22997
7052,justissam,勇脚先拜们，有带脚架放后座(乖乖，至少要800g~1kg吧)，拖板车[小弟万分佩服,勇脚先拜们,放,脚架,8/9/11 1:12,,,neutral,,neutral,,,9830
7053,justissam,勇脚先拜们，有带脚架放后座(乖乖，至少要800g~1kg吧)，拖板车[小弟万分佩服,勇脚先拜们,带,脚架,8/9/11 1:12,,,neutral,,neutral,,,9830
7056,justissam,又被老板念，#Gmail信件不改主旨,老板,念,justissam,5/24/13 7:39,,,negative,又被老板念,neutral,,,13661
7057,justissam,又被老板念，#Gmail信件不改主旨,老板,念,Gmail信件不改主旨,5/24/13 7:39,,,negative,又被老板念,neutral,,,13661
7069,justissam,小脚丫2C，国信庆生，满足：）,国信,庆,生,7/23/12 14:07,,,positive,满足,neutral,,,11619
7124,justissam,-085永和同事聚餐。左起，飞蚊症美编阿贤，汽车零件业阿富（上班12小时很辛苦说），即将成为人妻娃娃（也是永和中正元老），超人素珠妈（同时要照顾老公，公公婆婆，前阵子还甲状腺住院，瘦好多），SOHO幼儿美术老师怡君，打工达人,素珠妈,住院,,4/17/11 13:10,,,neutral,,neutral,,,30585
7125,justissam,-085永和同事聚餐。左起，飞蚊症美编阿贤，汽车零件业阿富（上班12小时很辛苦说），即将成为人妻娃娃（也是永和中正元老），超人素珠妈（同时要照顾老公，公公婆婆，前阵子还甲状腺住院，瘦好多），SOHO幼儿美术老师怡君，打工达人,085永和同事,聚餐,,4/17/11 13:10,,,neutral,,neutral,,,30585
7126,justissam,-085永和同事聚餐。左起，飞蚊症美编阿贤，汽车零件业阿富（上班12小时很辛苦说），即将成为人妻娃娃（也是永和中正元老），超人素珠妈（同时要照顾老公，公公婆婆，前阵子还甲状腺住院，瘦好多），SOHO幼儿美术老师怡君，打工达人,素珠妈,照顾,婆婆,4/17/11 13:10,,,neutral,,neutral,,,30585
7127,justissam,-085永和同事聚餐。左起，飞蚊症美编阿贤，汽车零件业阿富（上班12小时很辛苦说），即将成为人妻娃娃（也是永和中正元老），超人素珠妈（同时要照顾老公，公公婆婆，前阵子还甲状腺住院，瘦好多），SOHO幼儿美术老师怡君，打工达人,素珠妈,照顾,公公,4/17/11 13:10,,,neutral,,neutral,,,30585
7128,justissam,-085永和同事聚餐。左起，飞蚊症美编阿贤，汽车零件业阿富（上班12小时很辛苦说），即将成为人妻娃娃（也是永和中正元老），超人素珠妈（同时要照顾老公，公公婆婆，前阵子还甲状腺住院，瘦好多），SOHO幼儿美术老师怡君，打工达人,素珠妈,照顾,老公,4/17/11 13:10,,,neutral,,neutral,,,30585
7155,justissam,#单车星期六，十分过去，快到106线道74K，遇车友吴大哥，我帮他拍照，昨寄照片给他。他今天分享路线给我[好强啊...,车友吴大哥,分享,路线,7/27/11 9:37,,,neutral,,neutral,,,6583
7165,justissam,今天总算右脚可以轻微施力((⌒▽⌒)昨去诊所，一个小缓坡，跌个狗吃屎。去吃便当，阿姨帮我端菜端汤，好感动,阿姨,帮,justissam,7/5/12 1:17,感动,,positive,,neutral,,,22423
7166,justissam,今天总算右脚可以轻微施力((⌒▽⌒)昨去诊所，一个小缓坡，跌个狗吃屎。去吃便当，阿姨帮我端菜端汤，好感动,阿姨,端,汤,7/5/12 1:17,感动,,positive,,neutral,,,22423
7170,justissam,今天总算右脚可以轻微施力((⌒▽⌒)昨去诊所，一个小缓坡，跌个狗吃屎。去吃便当，阿姨帮我端菜端汤，好感动,阿姨,端,菜,7/5/12 1:17,感动,,positive,,neutral,,,22423
7171,justissam,老板问了一个很难的问题，iPhone上甚么app必装。我很想回FB、twiiter、PTT,老板,问,justissam,8/7/12 6:42,,,neutral,,neutral,,,5501
7172,justissam,老板问了一个很难的问题，iPhone上甚么app必装。我很想回FB、twiiter、PTT,老板,问,iPhone上甚么app必装,8/7/12 6:42,,,neutral,,neutral,,,5501
7176,justissam,客户要至少5年前档案，就算找到档案，也不知道要那去生Mac版Freehand，幸好不用找了，呼~#freehand,客户,要,至少5年前档案,5/24/11 9:15,,,neutral,,neutral,,,24287
7192,justissam,精壮充实的一天。感谢廖爸安排北插水源地登山，又背西瓜、臭臭锅午餐及炊坎工具，还有Steve百万超舒适车载送。南插就下次。#北插#登山#满月圆,廖爸,安排,北插水源地登山,7/16/11 18:46,,,positive,感谢,neutral,,,26521
7194,justissam,精壮充实的一天。感谢廖爸安排北插水源地登山，又背西瓜、臭臭锅午餐及炊坎工具，还有Steve百万超舒适车载送。南插就下次。#北插#登山#满月圆,廖爸,背,炊坎工具,7/16/11 18:46,,,positive,感谢,neutral,,,26521
7195,justissam,精壮充实的一天。感谢廖爸安排北插水源地登山，又背西瓜、臭臭锅午餐及炊坎工具，还有Steve百万超舒适车载送。南插就下次。#北插#登山#满月圆,廖爸,背,臭臭锅午餐,7/16/11 18:46,,,positive,感谢,neutral,,,26521
7196,justissam,精壮充实的一天。感谢廖爸安排北插水源地登山，又背西瓜、臭臭锅午餐及炊坎工具，还有Steve百万超舒适车载送。南插就下次。#北插#登山#满月圆,Steve,载送,justissam,7/16/11 18:46,,,positive,感谢,neutral,,,26521
7197,justissam,精壮充实的一天。感谢廖爸安排北插水源地登山，又背西瓜、臭臭锅午餐及炊坎工具，还有Steve百万超舒适车载送。南插就下次。#北插#登山#满月圆,廖爸,背,西瓜,7/16/11 18:46,,,positive,感谢,neutral,,,26521
7218,justissam,感谢2266慢脚伙伴的帮忙，让阿贤捡了两座百岳（第一次二天都睡山屋，雪季拂晓雪山圈谷美极了）,阿贤,捡,两座百岳,1/6/13 13:15,,,neutral,,neutral,,,26590
7221,justissam,感谢2266慢脚伙伴的帮忙，让阿贤捡了两座百岳（第一次二天都睡山屋，雪季拂晓雪山圈谷美极了）,2266慢脚伙伴,帮忙,,1/6/13 13:15,,,neutral,,neutral,,,26590
7232,justissam,唉，一面被客户追着要稿，一面被老板**，一面赶稿，粉累,老板,**,justissam,10/3/12 0:51,累,,negative,,neutral,,,18363
7234,justissam,唉，一面被客户追着要稿，一面被老板**，一面赶稿，粉累,客户,要,稿,10/3/12 0:51,累,,negative,,neutral,,,18363
7257,justissam,老妈问我如何开宽频(已设定自动拨接，电源启动会直接上网)，GoodJob!,老妈,设定,自动拨接,1/7/10 8:01,,,neutral,,neutral,,,13556
7258,justissam,老妈问我如何开宽频(已设定自动拨接，电源启动会直接上网)，GoodJob!,老妈,问,如何开宽频,1/7/10 8:01,,,neutral,,neutral,,,13556
7273,justissam,实在佩服素珠妈，又要照顾癌症老公，跟小叔轮流故失智公公，婆婆。另得上班。上班反而最轻松；她不但瘦一大圈，压力也让她有寻痲疹。我唯一能做，经过，带瓶饮料，听她说说话。,素珠妈,故,婆婆,5/6/11 19:10,,,neutral,,negative,压力,,16673
7275,justissam,实在佩服素珠妈，又要照顾癌症老公，跟小叔轮流故失智公公，婆婆。另得上班。上班反而最轻松；她不但瘦一大圈，压力也让她有寻痲疹。我唯一能做，经过，带瓶饮料，听她说说话。,素珠妈,得,寻痲疹,5/6/11 19:10,,,neutral,,negative,得寻痲疹,,16673
7276,justissam,实在佩服素珠妈，又要照顾癌症老公，跟小叔轮流故失智公公，婆婆。另得上班。上班反而最轻松；她不但瘦一大圈，压力也让她有寻痲疹。我唯一能做，经过，带瓶饮料，听她说说话。,素珠妈,瘦,,5/6/11 19:10,,,neutral,,negative,压力,,16673
7277,justissam,实在佩服素珠妈，又要照顾癌症老公，跟小叔轮流故失智公公，婆婆。另得上班。上班反而最轻松；她不但瘦一大圈，压力也让她有寻痲疹。我唯一能做，经过，带瓶饮料，听她说说话。,素珠妈,跟,小叔,5/6/11 19:10,,,neutral,,neutral,,,16673
7278,justissam,实在佩服素珠妈，又要照顾癌症老公，跟小叔轮流故失智公公，婆婆。另得上班。上班反而最轻松；她不但瘦一大圈，压力也让她有寻痲疹。我唯一能做，经过，带瓶饮料，听她说说话。,素珠妈,照顾,癌症老公,5/6/11 19:10,,,neutral,,negative,压力,,16673
7280,justissam,实在佩服素珠妈，又要照顾癌症老公，跟小叔轮流故失智公公，婆婆。另得上班。上班反而最轻松；她不但瘦一大圈，压力也让她有寻痲疹。我唯一能做，经过，带瓶饮料，听她说说话。,素珠妈,故,失智公公,5/6/11 19:10,,,neutral,,negative,压力,,16673
7281,justissam,实在佩服素珠妈，又要照顾癌症老公，跟小叔轮流故失智公公，婆婆。另得上班。上班反而最轻松；她不但瘦一大圈，压力也让她有寻痲疹。我唯一能做，经过，带瓶饮料，听她说说话。,素珠妈,上班,,5/6/11 19:10,,,neutral,,negative,压力,,16673
7287,justissam,用着超级瘪脚的英文[外加G翻译]，跟在美国华裔通信,美国华裔,在,美国,3/9/12 1:52,,,neutral,,neutral,,,23483
7302,justissam,上班途中，有个好心人提醒我背包拉鍊没关，真的很感激。,好心人,提醒,justissam,8/30/11 1:03,,,positive,真的很感激,neutral,,,29876
7303,justissam,上班途中，有个好心人提醒我背包拉鍊没关，真的很感激。,好心人,提醒,背包拉鍊没关,8/30/11 1:03,,,positive,真的很感激,neutral,,,29876
7333,justissam,被老板念，阿贤:你这鸡mail，付了钱升级，寄信怎么这么久，我还没收到==+,老板,念,你这鸡mail，付了钱升级，寄信怎么这么久，我还没  收到,12/23/09 9:13,,,negative,老板念,neutral,,,5565
7337,justissam,电脑工友。来用老板小朋友乱玩，不能开机的艾帕塔曲#ipodtouch,老板小朋友,玩,ipodtouch,8/17/11 10:31,,,neutral,,neutral,,,19899
7360,justissam,"老妈在玩的candy,往700大关挺进",老妈,玩,candy,2/3/15 4:23,,,neutral,,neutral,,,24901
7361,justissam,"老妈在玩的candy,往700大关挺进",老妈,挺进,700大关,2/3/15 4:23,,,neutral,,neutral,,,24901
7363,justissam,在赶稿时，总是会这样@@#ID#indesign#Crash,indesign,Crash,,12/3/15 3:46,,,neutral,,neutral,,,6440
7372,justissam,1000526玮，宇，福胜亭,宇,在,福胜亭,5/26/11 14:34,,,neutral,,neutral,,,20338
7374,justissam,1000526玮，宇，福胜亭,玮,在,福胜亭,5/26/11 14:34,,,neutral,,neutral,,,20338
7401,justissam,#单车今日承天寺晨骑，挑战好汉坡。廖小纬八十分（差五个车身），苏小贤，定竿下马数次，留校查看（哭QQ）,廖小纬,骑,单车,8/10/11 23:59,,,neutral,,neutral,,,27761
7403,justissam,#单车今日承天寺晨骑，挑战好汉坡。廖小纬八十分（差五个车身），苏小贤，定竿下马数次，留校查看（哭QQ）,苏小贤,骑,单车,8/10/11 23:59,,,neutral,,neutral,,,27761
7418,justissam,感谢廖爸：），东进武岭行程出来了，会是一场硬仗。希望不要像上次，推车推到叫不敢。,廖爸,規劃,东进武岭行程,8/26/11 16:10,,,positive,感谢,neutral,,,6804
7439,justissam,恭喜Kelly完成订婚。今天完全被GF-1+饼干镜毒到，超适合当人物侧拍，生活纪实的照相机，吼~对焦锐利，奶油般散景，超威。（状态显示为，很想买(OvO)）,Kelly,完成,订婚,10/15/11 17:35,,,positive,恭喜,neutral,,,17478
