Unnamed: 0,tweet_id,user,tweet,s,v,p,time,sentiment clause,chinese frame net,sentiment,sentiment cause,frame_name,subject sentiment,subject sentiment cause,subject sentiment clause
2743,27242,fqworld,说赖圣恩据说暂住在我家附近，刚刚在超市看见他,fqworld,在,超市,2010-07-31T18:31:49,,,neutral,,Presence,neutral,,
2744,10400,fqworld,说这周末买了：甜梅号、GoChic、这位太太、MyLittleAirport四张cd,fqworld,买,这位太太,2010-03-22T07:38:32,,,neutral,,Commerce_buy,neutral,,
2745,10400,fqworld,说这周末买了：甜梅号、GoChic、这位太太、MyLittleAirport四张cd,fqworld,买,甜梅号,2010-03-22T07:38:32,,,neutral,,Commerce_buy,neutral,,
2746,10400,fqworld,说这周末买了：甜梅号、GoChic、这位太太、MyLittleAirport四张cd,fqworld,买,GoChic,2010-03-22T07:38:32,,,neutral,,Commerce_buy,neutral,,
2747,10400,fqworld,说这周末买了：甜梅号、GoChic、这位太太、MyLittleAirport四张cd,fqworld,买,MyLittleAirport,2010-03-22T07:38:32,,,neutral,,Commerce_buy,neutral,,
2748,11541,fqworld,辽宁街尚府台南担仔面不错吃,fqworld,吃,辽宁街尚府台南担仔面,2010-05-28T14:19:19,,,positive,不错,Ingestion,positive,不错,
2749,6055,fqworld,说原来三国无双事这么回事...并不好玩啊...,fqworld,玩,三国无双,2010-03-03T17:20:13,,,negative,不好玩,Competition-Play,negative,不好玩,
2750,31401,fqworld,说玩了一趟南横回来，感到十分奇妙...因为除了看到美景之外，这两天突如其来的大雨，引起了崩塌，也让我们一行差点困在山区,fqworld,玩,南横,2010-08-23T18:32:10,,,neutral,,Travel,neutral,,
2751,31401,fqworld,说玩了一趟南横回来，感到十分奇妙...因为除了看到美景之外，这两天突如其来的大雨，引起了崩塌，也让我们一行差点困在山区,fqworld,回来,,2010-08-23T18:32:10,,,neutral,,Motion,neutral,,
2752,8377,fqworld,连续两天，看了两部登山片子，觉得还是留在平地，有命就好,fqworld,看,登山片子,2016-01-10T03:52:03,,,neutral,,Perception_active-Look,neutral,,
2753,11263,fqworld,说早上联系一个媒体朋友，也离职了。今早似乎是一个什么都没法作的早上...,fqworld,联系,媒体朋友,2010-08-12T03:52:55,,,neutral,,Contacting,neutral,,
2754,11263,fqworld,说早上联系一个媒体朋友，也离职了。今早似乎是一个什么都没法作的早上...,媒体朋友,离职,,2010-08-12T03:52:55,,,neutral,,Employment_end-Resign,neutral,,
2755,8420,fqworld,说这次花东一共拍了五卷，洗出来挺满意的,fqworld,去,花东,2010-01-04T15:51:13,,,neutral,,Motion,neutral,,
2756,8420,fqworld,说这次花东一共拍了五卷，洗出来挺满意的,fqworld,拍,,2010-01-04T15:51:13,,,neutral,,Create_representation-Create_photo,neutral,,
2757,8420,fqworld,说这次花东一共拍了五卷，洗出来挺满意的,fqworld,洗,,2010-01-04T15:51:13,,,positive,满意,Creating,positive,满意,
2758,11503,fqworld,说一叫起床已经快中午噜,fqworld,起床,,2010-09-11T03:18:51,,,neutral,,Waking_up,neutral,,
2759,30382,fqworld,没有Yankees的季后赛好好看啊#IFTTT,fqworld,看,季后赛,2014-10-08T16:26:54,,,positive,好好看,Perception_active-Look,positive,好好看,
2760,24398,fqworld,第一次看霍元甲，原来他本来是个滑头的武师,fqworld,看,霍元甲,2010-01-30T17:44:52,,,neutral,,Perception_active-Look,neutral,,
2761,29313,fqworld,说从信义计画区回来，已经快要下雨了,fqworld,回来,,2010-02-06T10:10:32,,,neutral,,Motion,neutral,,
2762,25879,fqworld,说刚刚手工自己贴N900的萤幕失败...,fqworld,贴,N900的萤幕,2010-05-31T14:24:28,,,negative,失败,Attaching,negative,失败,
2763,27197,fqworld,说下雨天也拉不停...,fqworld,拉,,2010-06-13T09:18:29,,,neutral,,Excreting,neutral,,
2764,17440,fqworld,说花了好多时间下载，完成后却还没开始玩,fqworld,花,时间,2010-08-16T05:46:38,,,neutral,,Taking_time,neutral,,
2765,17440,fqworld,说花了好多时间下载，完成后却还没开始玩,fqworld,下载,,2010-08-16T05:46:38,,,neutral,,Getting,neutral,,
2766,6249,fqworld,雪树伴我睡#IFTTT,fqworld,睡,,2014-12-05T16:44:50,,,neutral,,Sleep,neutral,,
2767,6249,fqworld,雪树伴我睡#IFTTT,雪树,伴,,2014-12-05T16:44:50,,,neutral,,Participation,neutral,,
2768,13266,fqworld,说不敢相信，这是MissSofi的广告,fqworld,看,MissSofi的广告,2010-03-08T13:41:19,,,neutral,,Perception_active-Look,neutral,,
2769,12351,fqworld,我是比较喜欢Husky在极地那部#IFTTT,fqworld,看,Husky在极地那部,2013-12-01T04:38:26,,,positive,喜欢,Perception_active-Look,positive,喜欢,
2770,7357,fqworld,说用名词、动词，不要形容词！！跟我昨天说的流年歌词还真吻合,fqworld,说,流年歌词,2010-04-02T03:44:05,,,neutral,,Telling,neutral,,
2771,8842,fqworld,说一早灌苹果牛奶下去就是会拉肚子，屡试不爽,fqworld,拉肚子,,2010-08-16T02:25:37,,,negative,屡试不爽,Excreting,negative,屡试不爽,
2772,8842,fqworld,说一早灌苹果牛奶下去就是会拉肚子，屡试不爽,fqworld,灌,苹果牛奶,2010-08-16T02:25:37,,,negative,屡试不爽,Ingestion,negative,屡试不爽,
2773,16048,fqworld,说一早拉的凶...,fqworld,拉,,2010-06-09T01:40:11,,,negative,拉的凶,Excreting,negative,拉的凶,
2774,12042,fqworld,"晚安,锡安",fqworld,在,锡安,2010-06-15T13:25:32,,,neutral,,Presence,neutral,,
2775,26704,fqworld,说中午吃一碗面、一瓶水蜜桃牛奶、一碗豆花，下午又一杯寒天爱玉,fqworld,吃,水蜜桃牛奶,2010-07-06T10:58:50,,,neutral,,Ingestion,neutral,,
2776,26704,fqworld,说中午吃一碗面、一瓶水蜜桃牛奶、一碗豆花，下午又一杯寒天爱玉,fqworld,吃,豆花,2010-07-06T10:58:50,,,neutral,,Ingestion,neutral,,
2777,26704,fqworld,说中午吃一碗面、一瓶水蜜桃牛奶、一碗豆花，下午又一杯寒天爱玉,fqworld,吃,寒天爱玉,2010-07-06T10:58:50,,,neutral,,Ingestion,neutral,,
2778,26704,fqworld,说中午吃一碗面、一瓶水蜜桃牛奶、一碗豆花，下午又一杯寒天爱玉,fqworld,吃,面,2010-07-06T10:58:50,,,neutral,,Ingestion,neutral,,
2779,18614,fqworld,喜欢Baboo第一张专辑的＂彼句话＂,fqworld,聽,Baboo第一张专辑的＂彼句话＂,2010-01-20T15:42:47,,,positive,喜欢,Perception_active-Listen,positive,喜欢,
2780,20824,fqworld,逆转柜姐之拜讬让我退货！#IFTTT,fqworld,退货,,2013-09-16T23:46:14,,,neutral,,Agree_or_refuse_to_act-Refuse,neutral,,
2781,22565,fqworld,说LetTheRightOneIn，非常新奇的一部吸血鬼片,fqworld,看,LetTheRightOneIn,2010-05-12T03:51:36,,,neutral,,Perception_active-Look,neutral,,
2782,19014,fqworld,说同学们，(玉琛嫁人了!!1/10中午是婚礼，贞慧去当伴娘，我去帮拍，祝福她噜),fqworld,參加,婚礼,2010-01-13T04:13:17,,,neutral,,Participation,neutral,,
2783,19014,fqworld,说同学们，(玉琛嫁人了!!1/10中午是婚礼，贞慧去当伴娘，我去帮拍，祝福她噜),玉琛,嫁人,,2010-01-13T04:13:17,,,neutral,,Relation-Marry,neutral,,
2784,19014,fqworld,说同学们，(玉琛嫁人了!!1/10中午是婚礼，贞慧去当伴娘，我去帮拍，祝福她噜),fqworld,帮,拍,2010-01-13T04:13:17,,,neutral,,Assistance,neutral,,
2785,19014,fqworld,说同学们，(玉琛嫁人了!!1/10中午是婚礼，贞慧去当伴娘，我去帮拍，祝福她噜),贞慧,当,伴娘,2010-01-13T04:13:17,,,neutral,,Work,neutral,,
2786,6658,fqworld,iPhone4配件试用分享-自己把iPhone4的周边玩了玩，以后会持续分享上来,fqworld,玩,iPhone4的周边,2010-10-22T04:26:33,,,neutral,,Competition-Play,neutral,,
2787,6658,fqworld,iPhone4配件试用分享-自己把iPhone4的周边玩了玩，以后会持续分享上来,fqworld,试用,iPhone4配件,2010-10-22T04:26:33,,,neutral,,Trying_out,neutral,,
2788,19987,fqworld,很不同角度的教育记录片#IFTTT,fqworld,看,教育记录片,2013-12-03T01:15:49,,,neutral,,Perception_active-Look,neutral,,
2789,17285,fqworld,Google自己，考古出了这个东西,fqworld,考古,这个东西,2016-02-17T02:54:11,,,neutral,,Seeking,neutral,,
2790,17285,fqworld,Google自己，考古出了这个东西,fqworld,Google,自己,2016-02-17T02:54:11,,,neutral,,Scrutiny,neutral,,
2791,18398,fqworld,说大家好，我已经在SanJose了,fqworld,在,SanJose,2010-04-06T18:42:55,,,neutral,,Presence,neutral,,
2792,18415,fqworld,说KindleDX入手!!,fqworld,入手,KindleDX,2010-05-25T05:28:52,,,neutral,,Commerce_buy,neutral,,
2793,14131,fqworld,说中午喝一杯南瓜鲜奶露，挺清香的喔,fqworld,喝,南瓜鲜奶露,2010-03-25T06:30:10,,,positive,清香,Ingestion,positive,清香,
2794,22941,fqworld,说小七鸡排...在任何有卖鸡排的地方附近都不应该买,fqworld,买,小七鸡排,2010-08-24T16:25:01,,,neutral,,Commerce_buy,neutral,,
2795,26219,fqworld,说昨天一杯咖啡，我就精神到半夜三点,fqworld,喝,咖啡,2010-06-03T06:49:46,,,neutral,,Ingestion,neutral,,
2796,26219,fqworld,说昨天一杯咖啡，我就精神到半夜三点,fqworld,精神,,2010-06-03T06:49:46,,,neutral,,Being_awake,neutral,,
2797,12393,fqworld,说(神之刀不错用啊)-值得推荐给喜欢造型的男生，在舒适牌广告中提到可以用它修剪身体其它部位的毛发，我是不会拿...,fqworld,用,神之刀,2010-06-10T19:36:11,,,positive,不错,Using,positive,不错,
2798,12376,fqworld,说现在公视在播相机的历史介绍,fqworld,看,相机的历史介绍,2010-07-25T08:53:28,,,neutral,,Perception_active-Look,neutral,,
2799,12376,fqworld,说现在公视在播相机的历史介绍,fqworld,看,公视,2010-07-25T08:53:28,,,neutral,,Perception_active-Look,neutral,,
2800,12056,fqworld,JOJO冒险野郎第一部温习中,fqworld,温习,JOJO冒险野郎第一部,2010-01-17T06:30:16,,,neutral,,Reading,neutral,,
2801,23472,fqworld,用IPEVOPoint2ViewUSBCamera来使用噗浪、facebook图片,fqworld,使用,图片,2009-11-18T06:47:51,,,neutral,,Using,neutral,,
2802,23472,fqworld,用IPEVOPoint2ViewUSBCamera来使用噗浪、facebook图片,fqworld,用,IPEVOPoint2ViewUSBCamera,2009-11-18T06:47:51,,,neutral,,Using,neutral,,
2803,12141,fqworld,Ijustbecamethemayorof乌醋面on@foursquare!,fqworld,@,foursquare,2012-11-26T04:51:54,,,neutral,,Using,neutral,,
2804,12141,fqworld,Ijustbecamethemayorof乌醋面on@foursquare!,fqworld,在,乌醋面,2012-11-26T04:51:54,,,neutral,,Presence,neutral,,
2805,4924,fqworld,取下耳机听见夜深鬼嚎叫...#IFTTT,fqworld,取下,耳机,2015-03-27T14:02:14,,,neutral,,Undressing,neutral,,
2806,4924,fqworld,取下耳机听见夜深鬼嚎叫...#IFTTT,fqworld,听见,鬼嚎叫,2015-03-27T14:02:14,,,negative,听见夜深鬼嚎叫,Perception_active-Listen,negative,听见夜深鬼嚎叫,
2807,12836,fqworld,说刚刚要打嗝时不小心咳嗽...差点吐出来...,fqworld,咳嗽,,2010-08-02T01:24:01,,,negative,咳嗽,Perception_body,negative,咳嗽,
2808,12467,fqworld,最讨厌是想喝时没朋友#Hell'sKitchen,fqworld,看,Hell'sKitchen,2013-09-05T16:28:32,,,neutral,,Perception_active-Look,neutral,,
2809,12467,fqworld,最讨厌是想喝时没朋友#Hell'sKitchen,fqworld,喝,,2013-09-05T16:28:32,,,neutral,,Ingestion,neutral,,
2810,22784,fqworld,瞧我喝咖啡一副爽样#IFTTT,fqworld,喝,咖啡,2014-06-15T03:21:22,爽,,positive,,Ingestion,positive,,爽
2811,27684,fqworld,想要(专注-三峡老街的卖冰阿伯),fqworld,在,三峡老街,2010-08-09T10:52:09,,,neutral,,Presence,neutral,,
2812,27684,fqworld,想要(专注-三峡老街的卖冰阿伯),fqworld,看到,卖冰阿伯,2010-08-09T10:52:09,,,neutral,,Perception_active-Look,neutral,,
2813,29622,fqworld,说下班~下班~,fqworld,下班,,2010-06-11T11:48:44,,,neutral,,Temporary_leave-Work_or_School,neutral,,
2814,30819,fqworld,说谁在想我?刚刚喷涕四连发,fqworld,发,喷涕,2010-02-13T08:10:33,,,neutral,,Excreting,neutral,,
2815,28836,fqworld,一大觉醒来，西班牙已经夺冠…,fqworld,醒来,,2010-07-12T04:18:01,,,neutral,,Waking_up,neutral,,
2816,22548,fqworld,捷运车厢里人超多,fqworld,在,捷运车厢,2010-03-28T08:51:44,,,neutral,,Presence,neutral,,
2817,13957,fqworld,说雄雄雄雄雄~~~~~~~雄雄雄雄雄~~~~~~~(这是火焰热烈烧貌)今天要继续奋战工作,fqworld,工作,,2010-01-22T01:46:35,,,neutral,,Work,neutral,,
2818,8915,fqworld,N900台湾正式上市，同事马上入手,同事,入手,N900,2010-05-14T00:13:08,,,neutral,,Commerce_buy,neutral,,
2819,7750,fqworld,分享哇!!魏如萱这张不错听啊,fqworld,听,魏如萱这张,2010-05-30T13:38:52,,,positive,不错,Perception_active-Listen,positive,不错,
2820,10567,fqworld,说世界末日到了....昨晚有一只小强从我身后咻的一声飞过...,小强,飞过,,2010-06-30T01:07:48,,,neutral,,Motion,neutral,,
2821,27629,fqworld,说看着150多页的GHISTV15说明书，还是不知道要怎么把GHO档案还原回硬碟去...,fqworld,看着,GHISTV15说明书,2010-06-20T12:28:50,,,neutral,,Reading,neutral,,
2822,23845,fqworld,脸颊和鼻子一直脱皮…,脸颊,脱皮,,2010-02-23T00:12:12,,,neutral,,Perception_body-Injure,neutral,,
2823,23845,fqworld,脸颊和鼻子一直脱皮…,鼻子,脱皮,,2010-02-23T00:12:12,,,neutral,,Perception_body-Injure,neutral,,
2824,22109,fqworld,说早餐的年轮蛋糕好浓密好甜啊!!,fqworld,吃,年轮蛋糕,2010-09-21T22:53:28,,,positive,好浓密好甜,Ingestion,positive,好浓密好甜,
2825,11141,fqworld,说81.0thismorning结束本周密集的餐叙，继续回到正轨上,fqworld,餐叙,,2010-05-27T00:41:43,,,neutral,,Social_event,neutral,,
2826,11850,fqworld,昨天大睡一觉，真够爽的,fqworld,睡,,2010-02-23T00:13:03,爽,,positive,,Sleep,positive,,爽
2827,23583,fqworld,说EDHardy的客制系列-AdamSaaks。看到Ryan的影片，(翻出一篇旧文来),fqworld,看到,Ryan的影片,2010-07-15T14:53:04,,,neutral,,Perception_active-Look,neutral,,
2828,23583,fqworld,说EDHardy的客制系列-AdamSaaks。看到Ryan的影片，(翻出一篇旧文来),fqworld,翻出,旧文,2010-07-15T14:53:04,,,neutral,,Seeking,neutral,,
2829,24699,fqworld,说下班来去^^,fqworld,下班,,2010-02-03T11:11:03,,,neutral,,Temporary_leave-Work_or_School,neutral,,
2830,25420,fqworld,Photo:很佩服能把想法创造出来的人，更别说真的作出好东西了#tumblr#taiwan#tumblr中文使用者#davidkarp,fqworld,用,tumblr,2015-04-20T12:28:06,,,neutral,,Using,neutral,,
2831,8652,fqworld,"说""(当舖明星PawnStars)""挺好看的影集，台湾不知道会不会播~",fqworld,看,当舖明星PawnStars,2010-06-07T00:45:28,,,positive,好看,Perception_active-Look,positive,好看,
2832,17503,fqworld,"葡吉小厨丝瓜虾仁汤包不错吃,但服务普通,人员说话閒聊很大声",fqworld,吃,葡吉小厨丝瓜虾仁汤包,2010-06-25T13:58:05,,,positive,不错吃,Ingestion,positive,不错吃,
2833,6072,fqworld,说嫌镜头重不想带出门，就会落得用50mm拍景的下场...,fqworld,用,50mm,2010-05-18T18:17:41,,,neutral,,Using,neutral,,
2834,6072,fqworld,说嫌镜头重不想带出门，就会落得用50mm拍景的下场...,fqworld,拍,景,2010-05-18T18:17:41,,,neutral,,Create_representation-Create_photo,neutral,,
2835,7475,fqworld,说和一位近年来久未见面、传讯的同学对话，竟然是因为夜市人生的卖扣空中飞人片段，实在是奇妙啊~,fqworld,和,近年来久未见面、传讯的同学,2010-03-17T19:04:22,,,neutral,,Participation,neutral,,
2836,7475,fqworld,说和一位近年来久未见面、传讯的同学对话，竟然是因为夜市人生的卖扣空中飞人片段，实在是奇妙啊~,fqworld,对话,,2010-03-17T19:04:22,,,neutral,,Discussion,neutral,,
2837,19113,fqworld,"篮球杂志说热火队把整个行销部都fire了,一是省钱,二是本季门票已全售完,有6000人候补,大概也不用什么行销了",fqworld,看,篮球杂志,2010-09-02T15:13:21,,,neutral,,Reading,neutral,,
2838,8294,fqworld,Photo:如果问我，每天信箱里面有多少eDM，我大概难计其数无法回答。但是，大概只有这家的eDM我几乎都会点开看一下吧，赏心悦目的美女跟影像拍摄品质，总是让人为之一亮,fqworld,看,这家的eDM,2010-10-17T02:45:28,,,neutral,,Perception_active-Look,neutral,,
2839,16609,fqworld,好吃好吃@永乐市场,fqworld,@,永乐市场,2011-03-02T05:20:32,,,positive,好吃,Presence,positive,好吃,
2840,10075,fqworld,游客过后，伴随是脏乱，请多打扫。(@全家familymart便利店)[pic]:,fqworld,@,全家familymart便利店,2012-10-28T08:06:53,,,neutral,,Presence,neutral,,
2841,24939,fqworld,说陶板屋晚餐,fqworld,在,陶板屋,2010-06-14T15:42:54,,,neutral,,Presence,neutral,,
2842,24939,fqworld,说陶板屋晚餐,fqworld,吃,晚餐,2010-06-14T15:42:54,,,neutral,,Ingestion,neutral,,
2843,29014,fqworld,Sleepongrass-你看~你看~Kelly躺在草皮上很舒服结果没多久就睡着了才没几分钟时间，她不但睡着了，而且还打呼流口水，睡得可真熟啊...,Kelly,睡,,2011-01-22T16:06:05,,,neutral,,Sleep,positive,舒服,
2844,29014,fqworld,Sleepongrass-你看~你看~Kelly躺在草皮上很舒服结果没多久就睡着了才没几分钟时间，她不但睡着了，而且还打呼流口水，睡得可真熟啊...,Kelly,躺,草皮上,2011-01-22T16:06:05,,,neutral,,Posture-Lie_down,positive,舒服,
2845,29014,fqworld,Sleepongrass-你看~你看~Kelly躺在草皮上很舒服结果没多久就睡着了才没几分钟时间，她不但睡着了，而且还打呼流口水，睡得可真熟啊...,Kelly,打呼,,2011-01-22T16:06:05,,,neutral,,Make_noise,neutral,,
2846,29014,fqworld,Sleepongrass-你看~你看~Kelly躺在草皮上很舒服结果没多久就睡着了才没几分钟时间，她不但睡着了，而且还打呼流口水，睡得可真熟啊...,Kelly,流,口水,2011-01-22T16:06:05,,,neutral,,Excreting,neutral,,
2847,21811,fqworld,说东一排骨好吃，不过饭的份量太小，中午时后生意好，服务比较慢。,fqworld,吃,东一排骨,2010-07-09T05:11:16,,,positive,好吃,Ingestion,positive,好吃,
2848,21002,fqworld,擦屁股简直到破皮喷血的境界...#IFTTT,fqworld,擦,屁股,2014-01-06T21:43:38,,,negative,破皮喷血,Grooming,negative,破皮喷血,
2849,19656,fqworld,说(把笔电升级SSD啦!!),fqworld,升级,笔电,2010-06-28T04:00:54,,,neutral,,Cause_change_of_position_on_a_scale-Upgrade,neutral,,
2850,19656,fqworld,说(把笔电升级SSD啦!!),fqworld,买,SSD,2010-06-28T04:00:54,,,neutral,,Commerce_buy,neutral,,
2851,15296,fqworld,说早上同事被带帽子光天化日的抢劫...,带帽子,抢劫,同事,2010-01-15T03:08:11,,,neutral,,Theft,neutral,,
2852,8785,fqworld,说前两天，下班后到了这家位在东丰街的(Diary)，去之前我只知道是西班牙菜，到了之后才知是类似lounge...,fqworld,到,东丰街的(Diary),2010-06-05T21:02:15,,,neutral,,Motion,neutral,,
2853,24734,fqworld,说揪片揪片真好吃~,fqworld,吃,揪片,2010-03-23T12:16:06,,,positive,好吃,Ingestion,positive,好吃,
2854,33074,fqworld,说早上干了傻事....,fqworld,干,傻事,2010-07-07T04:13:22,,,negative,上干了傻事,Activity_finish,negative,上干了傻事,
2855,8489,fqworld,说下班回家吃过饭就陷入昏睡状态到现在，噗几下决定再继续来困,fqworld,昏睡,,2010-03-24T17:36:16,,,neutral,,Sleep,neutral,,
2856,8489,fqworld,说下班回家吃过饭就陷入昏睡状态到现在，噗几下决定再继续来困,fqworld,回家,,2010-03-24T17:36:16,,,neutral,,Motion,neutral,,
2857,8489,fqworld,说下班回家吃过饭就陷入昏睡状态到现在，噗几下决定再继续来困,fqworld,噗,,2010-03-24T17:36:16,,,neutral,,Sending,neutral,,
2858,8489,fqworld,说下班回家吃过饭就陷入昏睡状态到现在，噗几下决定再继续来困,fqworld,吃,饭,2010-03-24T17:36:16,,,neutral,,Ingestion,neutral,,
2859,8489,fqworld,说下班回家吃过饭就陷入昏睡状态到现在，噗几下决定再继续来困,fqworld,下班,,2010-03-24T17:36:16,,,neutral,,Temporary_leave-Work_or_School,neutral,,
2860,22355,fqworld,好奇天气大好GF-1出动啊,fqworld,出动,GF-1,2010-03-06T06:29:32,,,neutral,,Using,neutral,,
2861,11938,fqworld,说iPhone版本的Skype，用3G拨话将要收费,fqworld,用,iPhone版本的Skype,2010-05-31T04:23:48,,,neutral,,Using,neutral,,
2862,28440,fqworld,维持这姿势数分钟之久后，#大鼻终于翻身过来,大鼻,翻身,,2016-06-26T06:25:26,,,neutral,,Body_movement,neutral,,
2863,21971,fqworld,大地煮石头火锅(普普通通),fqworld,在,大地煮石头火锅,2014-04-09T02:48:14,,,neutral,,Presence,neutral,,
2864,5587,fqworld,说功夫熊猫还真好看，看几次都好好笑~,fqworld,看,功夫熊猫,2010-06-03T15:58:42,,,positive,好看,Perception_active-Look,positive,好看,
2865,10497,fqworld,Photo:不小心发现如果在浏览器里面检视原始码，会发现tumblr的幽默在里头,fqworld,用,tumblr,2010-10-20T08:01:08,,,neutral,,Network,neutral,,
2866,23329,fqworld,说这个帕玛森牛肉就不错，面包上佐以嫩牛肉和起司，讚,fqworld,吃,帕玛森牛肉,2010-06-05T21:05:46,,,positive,不错,Ingestion,positive,不错,
2867,20007,fqworld,IjustoustedHsiang-Fu(詹翔富)J.asthemayorof捷运后山埤站MRTHoushanpiStationon@foursquare!,fqworld,在,捷运后山埤站,2012-10-31T11:25:25,,,neutral,,Presence,neutral,,
2868,20007,fqworld,IjustoustedHsiang-Fu(詹翔富)J.asthemayorof捷运后山埤站MRTHoushanpiStationon@foursquare!,fqworld,@,foursquare,2012-10-31T11:25:25,,,neutral,,Using,neutral,,
2869,21572,fqworld,说搬个几箱货鞋底裂开啦~,fqworld,搬,几箱货,2010-08-24T04:30:52,,,neutral,,Bringing,neutral,,
2870,13681,fqworld,说每次吃揪片不用等，就有股冲动想要去买乐透或是括括看,fqworld,吃,揪片,2010-06-01T05:22:16,,,neutral,,Ingestion,neutral,,
2871,30442,fqworld,画一架飞机还真不容易,fqworld,画,飞机,2010-06-19T12:25:42,,,neutral,,Creating-Draw,neutral,,
2872,16886,fqworld,说金仙虾捲好吃,fqworld,吃,金仙虾捲,2010-06-09T15:18:46,,,positive,好吃,Ingestion,positive,好吃,
2873,21537,fqworld,没想到，我可以跟我妹聊美式足球！#IFTTT,fqworld,跟,妹,2013-12-04T01:53:55,,,neutral,,Participation,neutral,,
2874,21537,fqworld,没想到，我可以跟我妹聊美式足球！#IFTTT,fqworld,聊,美式足球,2013-12-04T01:53:55,,,neutral,,Discussion,neutral,,
2875,25451,fqworld,说膝盖瘀血的地方开始发痒...,膝盖瘀血的地方,发痒,,2010-09-16T07:47:50,,,negative,膝盖瘀血的地方开始发痒,Perception_body-Feeling,negative,膝盖瘀血的地方开始发痒,
2876,23346,fqworld,说晚上在佳龙那边一直看漫画,fqworld,在,佳龙那边,2010-07-19T15:38:30,,,neutral,,Presence,neutral,,
2877,23346,fqworld,说晚上在佳龙那边一直看漫画,fqworld,看,漫画,2010-07-19T15:38:30,,,neutral,,Reading,neutral,,
2878,25182,fqworld,"说(抢看电影""型男飞行日志""跟乔治克隆尼突破演技)",fqworld,看,"电影""型男飞行日志""",2010-02-12T02:09:57,,,neutral,,Perception_active-Look,neutral,,
2879,6682,fqworld,说假期要结束了...,fqworld,放,假,2010-01-03T15:29:26,,,neutral,,Taking_time,neutral,,
2880,22300,fqworld,说不合时宜好听,fqworld,听,不合时宜,2010-08-25T07:30:26,,,negative,好听,Perception_active-Listen,negative,好听,
2881,6210,fqworld,韩文都看不懂啊，随便打卡(@건물끝w/@spencer0420),fqworld,w/,spencer0420,2014-04-30T08:49:01,,,neutral,,Participation,neutral,,
2882,6210,fqworld,韩文都看不懂啊，随便打卡(@건물끝w/@spencer0420),fqworld,@,건물끝,2014-04-30T08:49:01,,,neutral,,Presence,neutral,,
2883,7782,fqworld,下班,fqworld,下班,,2010-06-25T10:39:18,,,neutral,,Temporary_leave-Work_or_School,neutral,,
2884,24660,fqworld,说Ya~我也是看报纸才知道,fqworld,看,报纸,2010-02-22T03:35:55,,,neutral,,Perception_active-Look,neutral,,
2885,14440,fqworld,新店瓦城用餐中,fqworld,在,新店瓦城,2010-06-26T12:47:23,,,neutral,,Presence,neutral,,
2886,14440,fqworld,新店瓦城用餐中,fqworld,用餐,,2010-06-26T12:47:23,,,neutral,,Ingestion,neutral,,
2887,11286,fqworld,听到女生们跟姐妹聊天扯淡，才知道她们观念有多畸形。但想想，我跟弟兄们在一起时，也是尽讲些五四三，一个样、大家没差多少...#IFTTT,fqworld,知道,她们观念有多畸形,2013-11-03T09:53:02,,,negative,,Awareness,negative,,
2888,11286,fqworld,听到女生们跟姐妹聊天扯淡，才知道她们观念有多畸形。但想想，我跟弟兄们在一起时，也是尽讲些五四三，一个样、大家没差多少...#IFTTT,女生们跟姐妹,扯淡,,2013-11-03T09:53:02,,,negative,才知道她们观念有多畸形,Discussion,neutral,,
2889,11286,fqworld,听到女生们跟姐妹聊天扯淡，才知道她们观念有多畸形。但想想，我跟弟兄们在一起时，也是尽讲些五四三，一个样、大家没差多少...#IFTTT,fqworld,讲,五四三,2013-11-03T09:53:02,,,neutral,,Discussion,neutral,,
2890,11286,fqworld,听到女生们跟姐妹聊天扯淡，才知道她们观念有多畸形。但想想，我跟弟兄们在一起时，也是尽讲些五四三，一个样、大家没差多少...#IFTTT,fqworld,听到,女生们跟姐妹聊天扯淡,2013-11-03T09:53:02,,,negative,才知道她们观念有多畸形,Perception_active-Listen,negative,才知道她们观念有多畸形,
2891,11286,fqworld,听到女生们跟姐妹聊天扯淡，才知道她们观念有多畸形。但想想，我跟弟兄们在一起时，也是尽讲些五四三，一个样、大家没差多少...#IFTTT,女生们跟姐妹,聊天,,2013-11-03T09:53:02,,,negative,才知道她们观念有多畸形,Discussion,neutral,,
2892,11286,fqworld,听到女生们跟姐妹聊天扯淡，才知道她们观念有多畸形。但想想，我跟弟兄们在一起时，也是尽讲些五四三，一个样、大家没差多少...#IFTTT,fqworld,跟,弟兄们,2013-11-03T09:53:02,,,neutral,,Participation,neutral,,
2893,19791,fqworld,wow好一阵子设有在天色还亮着时下班,fqworld,下班,,2010-06-24T10:18:34,,,positive,wow,Temporary_leave-Work_or_School,positive,wow,
2894,16504,fqworld,说熊熊发现87了...,fqworld,发现,87,2010-06-13T08:54:00,,,neutral,,Becoming_aware,neutral,,
2895,28227,fqworld,说脖子僵硬...,脖子,僵硬,,2010-01-11T10:24:33,,,neutral,,Perception_body-Pain,neutral,,
2896,8800,fqworld,说童盟会儿童歌唱比赛...觉得没有很好看啊,fqworld,看,童盟会儿童  歌唱  比赛,2010-02-27T11:56:38,,,negative,没有很好看,Perception_active-Look,negative,没有很好看,
2897,25150,fqworld,说OutlookExpress今早爆炸了,OutlookExpress,爆炸,,2010-08-12T03:15:30,,,negative,OutlookExpress今早爆炸了,Being_in_operation-Not_operational,negative,OutlookExpress今早爆炸了,
